ufn,spp,date,site.id,survey.id,seine.id,weight,length.lab,length.field,licing.protocol,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments
U4650,SO,16/05/22,J09,JE237,JN337,8.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U4651,SO,16/05/22,J09,JE237,JN337,8.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2975,CU,16/05/23,D09,DE277,DN377,4.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2976,CU,16/05/23,D09,DE277,DN377,4.4,73,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,2,1,1,0,0,NA
U2977,CU,16/05/23,D09,DE277,DN377,9,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3318,CU,16/05/23,D09,DE277,DN377,6.2,88,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3319,CU,16/05/23,D09,DE277,DN377,8.9,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,0,1,0,NA
U3320,CU,16/05/23,D09,DE277,DN377,5.2,81,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3321,CU,16/05/23,D09,DE277,DN377,4.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U3322,CU,16/05/23,D09,DE277,DN377,7.3,88,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3323,CU,16/05/23,D09,DE277,DN377,6.9,88,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA
U3324,CU,16/05/23,D09,DE277,DN377,3.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3440,PI,16/05/23,D09,DE277,DN377,4.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3441,PI,16/05/23,D09,DE277,DN377,10.4,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,0,NA
U3442,PI,16/05/23,D09,DE277,DN377,5.1,86,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3443,PI,16/05/23,D09,DE277,DN377,7.2,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3444,PI,16/05/23,D09,DE277,DN377,5.6,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3445,PI,16/05/23,D09,DE277,DN377,6.9,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,NA
U3446,PI,16/05/23,D09,DE277,DN377,6.8,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3447,PI,16/05/23,D09,DE277,DN377,5.7,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3448,PI,16/05/23,D09,DE277,DN377,6.3,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3751,PI,16/05/23,D09,DE277,DN377,4.5,82,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1953,SO,16/05/23,D09,DE277,DN377,4.8,75,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1995,SO,16/05/23,D09,DE277,DN377,6.9,86,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1996,SO,16/05/23,D09,DE277,DN377,6.8,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1997,SO,16/05/23,D09,DE277,DN377,4.1,84,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1998,SO,16/05/23,D09,DE277,DN377,8.6,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1999,SO,16/05/23,D09,DE277,DN377,5.2,84,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2000,SO,16/05/23,D09,DE277,DN377,6.1,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2001,SO,16/05/23,D09,DE277,DN377,8.8,101,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U2002,SO,16/05/23,D09,DE277,DN377,6.9,90,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2003,SO,16/05/23,D09,DE277,DN377,5.4,90,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4392,SO,16/05/23,D09,DE277,DN377,7.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4526,SO,16/05/23,D09,DE277,DN377,7.4,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4527,SO,16/05/23,D09,DE277,DN377,8.3,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4528,SO,16/05/23,D09,DE277,DN377,8.2,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4529,SO,16/05/23,D09,DE277,DN377,5.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4530,SO,16/05/23,D09,DE277,DN377,6.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4531,SO,16/05/23,D09,DE277,DN377,8.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4555,SO,16/05/23,D09,DE277,DN377,5.7,86,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4556,SO,16/05/23,D09,DE277,DN377,7.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4557,SO,16/05/23,D09,DE277,DN377,6.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4558,SO,16/05/23,D09,DE277,DN377,7.5,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4615,SO,16/05/23,D09,DE277,DN377,6.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4616,SO,16/05/23,D09,DE277,DN377,7.6,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4617,SO,16/05/23,D09,DE277,DN377,10.7,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U4618,SO,16/05/23,D09,DE277,DN377,5.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4619,SO,16/05/23,D09,DE277,DN377,6.5,89,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA
U4620,SO,16/05/23,D09,DE277,DN377,4.9,78,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4621,SO,16/05/23,D09,DE277,DN377,5.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4633,SO,16/05/23,D09,DE277,DN377,11,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4634,SO,16/05/23,D09,DE277,DN377,7.3,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3623,CU,16/05/23,D22,DE279,DN380,7.8,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3624,CU,16/05/23,D22,DE279,DN380,21.4,127,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3625,CU,16/05/23,D22,DE279,DN380,9.6,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3626,CU,16/05/23,D22,DE279,DN380,8.5,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3627,CU,16/05/23,D22,DE279,DN380,10.2,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3628,CU,16/05/23,D22,DE279,DN380,10.3,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3629,CU,16/05/23,D22,DE279,DN380,7.2,90,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3630,CU,16/05/23,D22,DE279,DN380,9.8,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3631,CU,16/05/23,D22,DE279,DN380,6.3,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3632,CU,16/05/23,D22,DE279,DN380,8.6,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3857,PI,16/05/23,D22,DE279,DN380,10.3,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3858,PI,16/05/23,D22,DE279,DN380,7.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3859,PI,16/05/23,D22,DE279,DN380,7.9,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U3860,PI,16/05/23,D22,DE279,DN380,10.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U3861,PI,16/05/23,D22,DE279,DN380,8.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3862,PI,16/05/23,D22,DE279,DN380,7.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3863,PI,16/05/23,D22,DE279,DN380,8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3864,PI,16/05/23,D22,DE279,DN380,8.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3868,PI,16/05/23,D22,DE279,DN380,8.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1921,SO,16/05/23,D22,DE279,DN380,9.4,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1922,SO,16/05/23,D22,DE279,DN380,9.1,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U1923,SO,16/05/23,D22,DE279,DN380,6.5,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1943,SO,16/05/23,D22,DE279,DN380,7.2,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1975,SO,16/05/23,D22,DE279,DN380,8.4,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1976,SO,16/05/23,D22,DE279,DN380,6.1,86,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1977,SO,16/05/23,D22,DE279,DN380,10.2,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U1978,SO,16/05/23,D22,DE279,DN380,10.2,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,1,2,0,0,0,0,0,0,0,NA
U1979,SO,16/05/23,D22,DE279,DN380,7.4,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1980,SO,16/05/23,D22,DE279,DN380,6,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4217,SO,16/05/23,D22,DE279,DN380,6.7,88,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4218,SO,16/05/23,D22,DE279,DN380,9.3,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4219,SO,16/05/23,D22,DE279,DN380,9.5,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4220,SO,16/05/23,D22,DE279,DN380,10.1,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4327,SO,16/05/23,D22,DE279,DN380,6.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4328,SO,16/05/23,D22,DE279,DN380,6.7,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4329,SO,16/05/23,D22,DE279,DN380,8.5,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4330,SO,16/05/23,D22,DE279,DN380,6.5,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4331,SO,16/05/23,D22,DE279,DN380,8.2,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4332,SO,16/05/23,D22,DE279,DN380,7.8,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4333,SO,16/05/23,D22,DE279,DN380,6.8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U4334,SO,16/05/23,D22,DE279,DN380,6.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4355,SO,16/05/23,D22,DE279,DN380,10.1,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4356,SO,16/05/23,D22,DE279,DN380,7,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4357,SO,16/05/23,D22,DE279,DN380,6.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4358,SO,16/05/23,D22,DE279,DN380,7.3,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4359,SO,16/05/23,D22,DE279,DN380,5.4,83,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4360,SO,16/05/23,D22,DE279,DN380,7.4,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4361,SO,16/05/23,D22,DE279,DN380,7.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4362,SO,16/05/23,D22,DE279,DN380,7.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2970,CU,16/05/27,D09,DE290,DN391,18.2,122,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,0,0,0,0,NA
U2971,CU,16/05/27,D09,DE290,DN391,8.3,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2972,CU,16/05/27,D09,DE290,DN391,17.4,122,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2973,CU,16/05/27,D09,DE290,DN391,15.9,119,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,NA
U2974,CU,16/05/27,D09,DE290,DN391,11.3,107,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA
U3313,CU,16/05/27,D09,DE290,DN391,13.5,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3314,CU,16/05/27,D09,DE290,DN391,12.9,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3315,CU,16/05/27,D09,DE290,DN391,5.5,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3316,CU,16/05/27,D09,DE290,DN391,3.7,74,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3317,CU,16/05/27,D09,DE290,DN391,8.3,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,NA
U3792,PI,16/05/27,D09,DE290,DN391,11.3,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3793,PI,16/05/27,D09,DE290,DN391,10.2,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U3794,PI,16/05/27,D09,DE290,DN391,10.6,105,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3795,PI,16/05/27,D09,DE290,DN391,8.8,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3796,PI,16/05/27,D09,DE290,DN391,8.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3797,PI,16/05/27,D09,DE290,DN391,6.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3798,PI,16/05/27,D09,DE290,DN391,6.9,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3799,PI,16/05/27,D09,DE290,DN391,13,113,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3800,PI,16/05/27,D09,DE290,DN391,8.2,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1959,SO,16/05/27,D09,DE290,DN391,6.6,84,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U1960,SO,16/05/27,D09,DE290,DN391,6.2,90,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2011,SO,16/05/27,D09,DE290,DN391,7.7,92,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2012,SO,16/05/27,D09,DE290,DN391,5.5,84,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2013,SO,16/05/27,D09,DE290,DN391,8.1,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2014,SO,16/05/27,D09,DE290,DN391,8.6,109,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,NA
U2015,SO,16/05/27,D09,DE290,DN391,9.1,110,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,0,0,0,0,0,0,NA
U2016,SO,16/05/27,D09,DE290,DN391,8.5,98,NA,lab_motiles,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA
U2021,SO,16/05/27,D09,DE290,DN391,7.2,90,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U2022,SO,16/05/27,D09,DE290,DN391,5.3,81,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4185,SO,16/05/27,D09,DE290,DN391,8,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4186,SO,16/05/27,D09,DE290,DN391,6.5,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U4187,SO,16/05/27,D09,DE290,DN391,5.7,85,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4188,SO,16/05/27,D09,DE290,DN391,8.1,95,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4189,SO,16/05/27,D09,DE290,DN391,10,106,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA
U4190,SO,16/05/27,D09,DE290,DN391,7.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4191,SO,16/05/27,D09,DE290,DN391,8,94,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4192,SO,16/05/27,D09,DE290,DN391,7.6,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4193,SO,16/05/27,D09,DE290,DN391,9.8,102,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4194,SO,16/05/27,D09,DE290,DN391,7.2,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4195,SO,16/05/27,D09,DE290,DN391,6.3,87,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,1,2,0,0,0,0,0,0,0,NA
U4209,SO,16/05/27,D09,DE290,DN391,7.1,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4210,SO,16/05/27,D09,DE290,DN391,7.1,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4211,SO,16/05/27,D09,DE290,DN391,7.8,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4212,SO,16/05/27,D09,DE290,DN391,6.9,93,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4309,SO,16/05/27,D09,DE290,DN391,9.1,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4310,SO,16/05/27,D09,DE290,DN391,8.5,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,1,0,0,2,0,0,0,0,0,0,0,NA
U4311,SO,16/05/27,D09,DE290,DN391,8.2,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA
U4312,SO,16/05/27,D09,DE290,DN391,7.1,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U4313,SO,16/05/27,D09,DE290,DN391,8,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3605,CU,16/05/27,D22,DE288,DN388,9.3,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,NA
U3606,CU,16/05/27,D22,DE288,DN388,6.6,88,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3607,CU,16/05/27,D22,DE288,DN388,8.2,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3608,CU,16/05/27,D22,DE288,DN388,8.4,97,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3609,CU,16/05/27,D22,DE288,DN388,4.4,79,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3610,CU,16/05/27,D22,DE288,DN388,11.6,103,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3611,CU,16/05/27,D22,DE288,DN388,9.2,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3612,CU,16/05/27,D22,DE288,DN388,9,100,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3752,PI,16/05/27,D22,DE288,DN388,7.9,99,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3753,PI,16/05/27,D22,DE288,DN388,9.9,104,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U3754,PI,16/05/27,D22,DE288,DN388,8,96,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,NA
U3755,PI,16/05/27,D22,DE288,DN388,6.2,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
