ufn,spp,date,site.id,survey.id,seine.id,weight,length.lab,length.field,licing.protocol,cal.cop,lep.cop,unid.cop,chal.a,chal.b,chal.unid,cal.m,cal.paf,cal.af,cal.mot.unid.notgf,cal.mot.notgf,cal.gf,lep.pam,lep.paf,lep.am,lep.af,lep.gf,lep.mot.unid.notgf,comments
U12984,SO,17/06/28,J02,JE311,JN15,20.3,129,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12972,SO,17/06/28,J02,JE311,JN15,23.7,NA,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12974,SO,17/06/28,J02,JE311,JN15,23.3,129,NA,lab_motiles,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,NA
U12971,SO,17/06/28,J02,JE311,JN15,18.4,119,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12973,SO,17/06/28,J02,JE311,JN15,17.9,122,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,NA
U12975,SO,17/06/28,J02,JE311,JN15,16.7,119,NA,lab_motiles,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,0,0,NA
U12976,SO,17/06/28,J02,JE311,JN15,16.3,117,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12977,SO,17/06/28,J02,JE311,JN15,18.6,122,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0,0,0,0,0,NA
U12979,SO,17/06/28,J02,JE311,JN15,22.8,130,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12978,SO,17/06/28,J02,JE311,JN15,18.2,117,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12980,SO,17/06/28,J02,JE311,JN15,14,112,NA,lab_motiles,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12967,SO,17/06/28,J02,JE311,JN15,20.8,126,NA,lab_finescale,0,0,NA,8,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12963,SO,17/06/28,J02,JE311,JN15,23.6,128,NA,lab_finescale,0,0,NA,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12968,SO,17/06/28,J02,JE311,JN15,18.9,124,NA,lab_finescale,0,0,NA,2,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U12965,SO,17/06/28,J02,JE311,JN15,19.8,NA,NA,lab_finescale,0,0,NA,2,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,C mot missing posterior end
U12962,SO,17/06/28,J02,JE311,JN15,19.2,121,NA,lab_finescale,1,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
U16111,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16112,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16113,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16114,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,NA,NA
U16115,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16116,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16117,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16118,CU,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16481,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16482,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16483,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16484,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16485,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16486,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16487,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16488,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16489,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16490,PI,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_motiles,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16061,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16062,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16063,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16064,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,2,0,4,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16065,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16066,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,1,0,0,0,12,0,NA,12,0,1,0,0,0,0,NA,NA
U16067,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,NA,ISOPOD
U16068,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16069,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,13,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16070,SO,18/05/22,D09,DE517,DE517N2,NA,NA,NA,field_allstages,0,1,0,0,1,0,1,0,0,NA,1,0,1,0,0,0,0,NA,NA
U16231,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16232,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16233,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16234,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16235,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16236,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16237,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16238,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16239,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16240,CU,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,On deck
U16221,PI,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16222,PI,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16223,PI,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16224,PI,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16225,PI,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16161,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,2,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16162,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,Fell on deck
U16163,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,2,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16164,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,1,0,0,0,2,0,0,0,1,NA,1,0,0,0,0,0,0,NA,NA
U16165,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,1,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16166,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16167,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16168,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,4,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16169,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16170,SO,18/05/28,D09,DE513,DE513N2,NA,NA,NA,field_allstages,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16601,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16602,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16603,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,eye
U16604,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16605,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16606,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16607,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16608,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16609,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16610,CU,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16671,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16672,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16673,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16674,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16675,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16676,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16677,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16678,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16679,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16680,PI,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16511,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,2,0,0,4,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0
U16512,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,0,0,0,2,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16513,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16514,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,2,0,0,1,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,Bird
U16515,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,1,0,0,2,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,Flank
U16516,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,0,0,0,5,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,Eye
U16517,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,1,0,0,8,4,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16518,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,2,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16519,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,0,0,0,4,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16520,SO,18/05/31,J09,JE417,JE417N1,NA,NA,NA,field_allstages,3,1,0,1,4,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16981,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,2,0,0,0,0,0,NA,NA
U16982,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,CP (wound / lesion)
U16983,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16984,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,2,0,0,0,0,0,NA,fish
U16985,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16986,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16987,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16988,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,bird; ANF
U16989,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,ANF
U16990,CU,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,1,NA,1,0,0,0,0,0,0,NA,NA
U16731,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16732,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16733,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,bird
U16734,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16735,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,1,0,0,0,NA,bird
U16736,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16737,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16738,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,1,0,1,NA,2,0,0,0,0,0,0,NA,NA
U16739,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16740,PI,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,2,0,0,NA,2,1,0,0,0,0,0,NA,NA
U16881,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,2,0,0,14,2,0,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16882,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,1,0,0,2,3,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16883,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,1,0,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16884,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,1,0,0,2,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16885,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,0,0,0,3,2,0,2,0,0,NA,2,0,0,0,0,0,0,NA,NA
U16886,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,2,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16887,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,1,0,0,2,3,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16888,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,2,0,0,4,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16889,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,2,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16890,SO,18/06/03,J03,JE418,JE418N1,NA,NA,NA,field_allstages,0,0,0,6,0,0,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U16261,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16262,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16263,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,NA
U16264,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16265,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16266,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16267,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16268,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16269,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16270,CU,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,2,0,0,0,0,0,NA,NA
U16031,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16032,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16033,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16034,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16035,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16036,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16037,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16038,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16039,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,mouth
U16040,PI,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16291,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,1,0,0,2,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,pelvic fin
U16292,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16293,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,1,3,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16294,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,0,6,0,0,0,0,NA,0,0,0,0,0,0,0,NA,caudal fin previous clip
U16295,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,2,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16296,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16297,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,3,0,0,3,4,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U16298,SO,18/06/04,D09,DE520,DE520N3,NA,NA,NA,field_allstages,0,0,0,0,4,0,1,0,0,NA,1,0,0,0,0,0,0,NA,NA
U17111,CU,18/06/05,D27,DE521,DE521N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U17112,CU,18/06/05,D27,DE521,DE521N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U17113,CU,18/06/05,D27,DE521,DE521N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U17114,CU,18/06/05,D27,DE521,DE521N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
U17115,CU,18/06/05,D27,DE521,DE521N1,NA,NA,NA,field_motiles,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA
